; no.signatures: 1590 with size: 127224 B. No. ports: 103
; time differenes: 0.565143 size differences: 10.4131 ratio: 0.0542723
sample, pointer-time,  louds-time, pointer-memory, louds-memory, loud-debug-slc,
1,72725,52254,4040848,388054,0
2,84412,45820,4040848,388054,0
3,69857,39956,4040848,388054,0
4,80705,43362,4040848,388054,0
5,75065,43617,4040848,388054,0
6,69464,38540,4040848,388054,0
7,74543,43081,4040848,388054,0
8,74619,43667,4040848,388054,0
9,72615,42482,4040848,388054,0
10,74752,44461,4040848,388054,0
11,75301,43665,4040848,388054,0
12,88373,45601,4040848,388054,0
13,70612,40564,4040848,388054,0
14,76540,45544,4040848,388054,0
15,86641,45862,4040848,388054,0
16,69690,38812,4040848,388054,0
17,90572,44285,4040848,388054,0
18,80078,46595,4040848,388054,0
19,69679,39340,4040848,388054,0
20,75188,43542,4040848,388054,0
21,88295,45546,4040848,388054,0
22,71268,38811,4040848,388054,0
23,75208,43743,4040848,388054,0
24,90640,53213,4040848,388054,0
25,71168,39606,4040848,388054,0
26,75703,43306,4040848,388054,0
27,89489,46645,4040848,388054,0
28,70714,39371,4040848,388054,0
29,75995,43228,4040848,388054,0
30,90158,45764,4040848,388054,0
31,70422,38406,4040848,388054,0
32,77054,43640,4040848,388054,0
33,89123,47337,4040848,388054,0
34,71384,38543,4040848,388054,0
35,79647,45627,4040848,388054,0
36,90004,45318,4040848,388054,0
37,89987,45819,4040848,388054,0
38,77176,44059,4040848,388054,0
39,72183,39092,4040848,388054,0
40,78289,44861,4040848,388054,0
41,89340,46570,4040848,388054,0
42,71240,38804,4040848,388054,0
43,76945,43465,4040848,388054,0
44,91311,45993,4040848,388054,0
45,78633,44165,4040848,388054,0
46,94170,44536,4040848,388054,0
47,72532,38701,4040848,388054,0
48,76400,44261,4040848,388054,0
49,89270,45826,4040848,388054,0
50,71499,38694,4040848,388054,0
51,77243,43600,4040848,388054,0
52,74943,41786,4040848,388054,0
53,84672,43806,4040848,388054,0
54,79230,46398,4040848,388054,0
55,72452,38975,4040848,388054,0
56,78872,43341,4040848,388054,0
57,91719,46286,4040848,388054,0
58,90048,46930,4040848,388054,0
59,78622,42627,4040848,388054,0
60,73260,38753,4040848,388054,0
61,79859,44177,4040848,388054,0
62,93124,46504,4040848,388054,0
63,91324,46423,4040848,388054,0
64,78827,43025,4040848,388054,0
65,74429,38715,4040848,388054,0
66,94337,45818,4040848,388054,0
67,95125,46517,4040848,388054,0
68,78743,45516,4040848,388054,0
69,80225,43538,4040848,388054,0
70,74705,39095,4040848,388054,0
71,78638,43493,4040848,388054,0
72,76612,43101,4040848,388054,0
73,72718,35490,4040848,388054,0
74,48379,35962,4040848,388054,0
75,48346,36007,4040848,388054,0
76,46970,35586,4040848,388054,0
77,49328,35922,4040848,388054,0
78,50588,35457,4040848,388054,0
79,48961,35772,4040848,388054,0
80,49928,35336,4040848,388054,0
81,48189,36051,4040848,388054,0
82,47377,35420,4040848,388054,0
83,46799,35767,4040848,388054,0
84,48788,35652,4040848,388054,0
85,48006,35636,4040848,388054,0
86,61561,36188,4040848,388054,0
87,48770,36021,4040848,388054,0
88,62770,36059,4040848,388054,0
89,49145,36160,4040848,388054,0
90,75413,57705,4040848,388054,0
91,53381,35822,4040848,388054,0
92,70481,36205,4040848,388054,0
93,52697,35375,4040848,388054,0
94,136502,35865,4040848,388054,0
95,53983,35349,4040848,388054,0
96,65778,36102,4040848,388054,0
97,52621,35444,4040848,388054,0
98,73145,36079,4040848,388054,0
99,48689,36165,4040848,388054,0
100,62028,35621,4040848,388054,0
